사하, 42, 187
카파, 71, 151
사차, 49, 158
라라, 69, 152
나카, 68, 190
사가, 77, 175
가파, 52, 161
라차, 41, 187
차파, 49, 173
파카, 50, 144
타카, 84, 141
라마, 44, 171
차차, 73, 184
마파, 75, 157
바아, 66, 164
나바, 63, 196
자가, 58, 174
차타, 65, 144
라마, 42, 140
마다, 91, 184
자아, 73, 197
파카, 66, 193
하나, 92, 162
가사, 83, 153
다아, 75, 174
사마, 67, 174
나차, 50, 159
하자, 60, 199
아나, 54, 172
아파, 65, 155
파라, 45, 145
나자, 93, 141
라나, 81, 158
하사, 80, 175
파라, 49, 182
타하, 62, 188
카하, 72, 141
타아, 64, 147
바마, 47, 172
라자, 79, 185
사나, 99, 170
마파, 96, 152
자하, 40, 144
다다, 75, 140
가파, 48, 190
하라, 48, 156
자타, 65, 154
마라, 51, 195
자다, 53, 182
나카, 67, 146
라카, 64, 147
하다, 67, 145
라바, 90, 177
바바, 85, 168
가나, 63, 175
자타, 91, 165
바타, 54, 180
나자, 98, 145
하마, 96, 179
하자, 58, 149
사아, 94, 145
타아, 54, 179
파파, 66, 182
자바, 63, 171
자라, 99, 166
파가, 48, 155
사차, 89, 186
마아, 59, 168
바바, 78, 162
